,Training,Validation
0,1.0893597602844238,1.118713140487671
1,1.0884406566619873,1.1061584949493408
2,1.0183125734329224,1.1276015043258667
3,1.1075444221496582,1.0714741945266724
4,1.1008694171905518,1.0911619663238525
5,1.1214709281921387,1.0982708930969238
6,1.1700420379638672,1.125482201576233
7,1.1854203939437866,1.1130561828613281
8,0.9825258851051331,1.0614993572235107
9,1.0384422540664673,1.0536515712738037
